categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long,cluster,subcluster,hierarchical_id,subsubcluster
Mostra,12-12-21,14-09-21,"via Montebello, 30, Milano, MI",ML Fine Art,ARCHIPENKO IN ITALIA,,Arte e cultura,"30, Via Montebello, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.474713,9.192753,0,0,0.22,22
Mostra,14-10-21,14-09-21,"via Fatebenefratelli, 34/36, Milano, MI",Galleria TornabuoniArte,Salman Alighiero Boetti,,Arte e cultura,"Via Fatebenefratelli, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4729665,9.1920066,0,0,0.22,22
Mostre,03-10-21,14-09-21,"Via Valenza, 2, Milano, MI",Ride Milano,"Progetto ""loovertits"", al Ride Milano approdano i ""seni d'autore""",https://www.milanotoday.it/eventi/loovertits-seni-autore.html,Arte e cultura,"Via Valenza, Navigli, Municipio 6, Milano, Lombardia, 20144, Italia",45.4514071,9.1691656,0,0,0.27,27
,28-11-21,15-09-21,"Piazza Sant'Eustorgio, 3, Milano, MI",Chiostri di Sant'Eustorgio,Alessandro Pessoli - Testa cristiana,https://www.milanotoday.it/eventi/alessandro-pessoli-testa-cristiana-2021.html,Non classificato,"Museo Diocesano di Milano, 3, Piazza Sant'Eustorgio, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4546749,9.1810291,0,0,0.1,1
Mostre,22-10-21,15-09-21,"Via Vincenzo Forcella, 7, Milano, MI",ESH Gallery,Express and explore - Contemporary japanese glass,https://www.milanotoday.it/eventi/express-and-explore-2021.html,Arte e cultura,"Via Vincenzo Forcella, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.452594,9.1673964,0,0,0.5,5
,15-09-21,15-09-21,"Via Ettore Troilo, 14, Milano, MI",Portineria 14,Fuori dal comune,https://www.milanotoday.it/eventi/fuori-dal-comune-2021.html,Non classificato,"Portineria 14, 14, Via Ettore Troilo, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia",45.4463549,9.1777191,0,0,0.-1,-1
Mostre,19-12-21,15-09-21,"Piazza Castello, Milano, MI",Castello Sforzesco,"Al Castello Sforzesco la mostra di Tiepolo, Canaletto e i maestri del Settecento veneziano",https://www.milanotoday.it/eventi/mostra-tiepolo-castello-sforzesco.html,Arte e cultura,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,0,0,0.1,1
Manifestazioni,19-09-21,16-09-21,"Corso Venezia, Milano, MI",Giardini Pubblici Indro Montanelli,"Orticola 2021, Milano si trasforma in un incantevole giardino colorato",https://www.milanotoday.it/eventi/orticola-2021-milano-biglietti.html,Altri eventi,"Corso Venezia, Guastalla, Municipio 1, Milano, Lombardia, 20219, Italia",45.4744208,9.205056,0,0,0.12,12
Manifestazioni,19-09-21,16-09-21,"Via Daniele Manin, 2, Milano, MI",Giardini Pubblici Indro Montanelli,Milano diventa un giardino fiorito: torna Orticola 2021,https://www.milanotoday.it/eventi/orticola-16-19-settembre-2021.html,Altri eventi,"2, Via Daniele Manin, Brera, Milano, Lombardia, 20121, Italia",45.4744866,9.1965725,0,0,0.-1,-1
,30-10-21,16-09-21,"Via Solferino, 44, Milano, MI",Antonio Colombo Arte Contemporanea,Oliviero Toscani - Photographs of Andy Warhol,https://www.milanotoday.it/eventi/oliviero-toscani-photographs-2021.html,Non classificato,"44, Via Solferino, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4786644,9.1884688,0,0,0.1,1
,22-10-21,16-09-21,"Via San Maurilio, 14, Milano, MI",Gilda Contemporary Art,Rinascere - Mostra personale di Francesca Candito,https://www.milanotoday.it/eventi/rinascere-mostra-personale-di-francesca-candito.html,Non classificato,"14, Via San Maurilio, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4622752,9.1839049,0,0,0.1,1
Spettacoli,17-09-21,17-09-21,"Via Rovello 2,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Grassi,Leviatano,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-grassi/2021-2022/leviatano,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,0,0,0.1,1
Cibo e Vino,17-09-21,17-09-21,"Via San Vittore, 21, Milano, MI",Museo Nazionale della Scienza e della Tecnologia Leonardo da Vinci,Armonie senza Tempo: wine tasting che celebra i profumi e i sapori del Lugana,https://www.milanotoday.it/eventi/armonie-senza-tempo-evento-lugana.html,Enogastronomia,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462,0,0,0.11,11
Mostre,01-10-21,17-09-21,"Corso Venezia, 47, Milano, MI",Palazzo Castiglioni,Kim dupond holdt. La sorpresa della luce,https://www.milanotoday.it/eventi/kim-dupond-holdt-2021.html,Arte e cultura,"47, Corso Venezia, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710655,9.2013574,0,0,0.28,28
Incontri,18-09-21,17-09-21,"Via Gaetano de Castillia, 26, Milano, MI",Stecca 3,A Milano l'ambiente è protagonista di due giorni di incontri e dibattiti,https://www.milanotoday.it/eventi/incontri-legambiente-spazio-aperto-milano.html,Formazione e networking,"Ciclofficina Stecca - Associazione +bc, 26, Via Gaetano De Castillia, Isola, Municipio 9, Milano, Lombardia, 20124, Italia",45.4851127,9.1925868,0,0,0.26,26
Mostra,30-01-22,18-09-21,"piazza Duomo, Milano, MI",Palazzo Reale,Monet - Opere dal Musée Marmottan Monet di Parigi,,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Disco&Feste,18-09-21,18-09-21,"Corso Venezia, 57, Milano, MI",Planetario Civico,Una nuova festa di Le Cannibale sotto il cielo stellato del Planetario,https://www.milanotoday.it/eventi/festa-le-cannibale-planetario.html,Musica e vita notturna,"57, Corso Venezia, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4736604,9.2038038,0,0,0.12,12
Mostre,30-01-22,18-09-21,"Piazza del Duomo, Milano, MI",Palazzo Reale,"A Palazzo Reale la nuova mostra del padre dell'Impressionismo, Claude Monet",https://www.milanotoday.it/eventi/mostra-monet-palazzo-reale-biglietti.html,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Spettacoli,18-09-21,18-09-21,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,L’italiana in Algeri,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2021-2022/litaliana-in-algeri,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0,0,0.1,1
Mostre,30-01-22,18-09-21,"Piazza del Duomo, Milano, MI",Palazzo Reale,"A Palazzo Reale la nuova mostra del padre dell'Impressionismo, Claude Monet",https://www.milanotoday.it/eventi/mostra-monet-palazzo-reale-biglietti.html,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Mostre,18-09-21,18-09-21,"Porta Venezia, Milano, MI",Porta Venezia,Tornano a Milano i Walking tours di the maptique,https://www.milanotoday.it/eventi/tornano-a-milano-2021.html,Arte e cultura,"Porta Venezia, Piazza Guglielmo Oberdan, Guastalla, Municipio 1, Milano, Lombardia, 20219, Italia",45.4742941,9.2052385,0,0,0.12,12
Spettacoli,19-09-21,19-09-21,"Piazza Cesare Beccaria 8,20122, Milano, MI,Italia",Gerolamo,"Io, Gerolamo!",https://www.teatro.it/spettacoli/milano/gerolamo/2021-2022/io-gerolamo,Teatro e spettacolo,"Teatro Gerolamo, 8, Piazza Cesare Beccaria, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.464175,9.1945551,0,0,0.1,1
Spettacoli,21-09-21,21-09-21,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Concerto - Orchestra dell'Accademia Nazionale di Santa Cecilia,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2021-2022/concerto-orchestra-dellaccademia-nazionale-di-santa-cecilia,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0,0,0.1,1
Mostre,10-10-21,21-09-21,"Via Santa Marta, 18, Milano, MI",MBA Making Beauty Academy,Il body painting disegna la rinascita dopo il lockdown. La mostra fotografica degli studenti del MBA,https://www.milanotoday.it/eventi/mostra-fotografica-body-painting-studenti-mba.html,Arte e cultura,"Società d’Incoraggiamento d’Arti e Mestieri, 18, Via Santa Marta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4617626,9.1823292,0,0,0.1,1
,28-09-21,21-09-21,"Via San Sisto, 4, Milano, MI",Studio Museo Francesco Messina,Topylabrys fra arte e moda plastica,https://www.milanotoday.it/eventi/topylabrys-fra-arte-e-moda-plastica-2021.html,Non classificato,"4, Via San Sisto, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4607942,9.1815957,0,0,0.1,1
,21-09-21,21-09-21,"Via Santa Marta, 18, Milano, MI",MBA Making Beauty Academy,"Inaugurazione mostra ""Isolamento sociale: una lettura per immagini attraverso il body painting""",https://www.milanotoday.it/eventi/inaugurazione-mostra-isolamento-sociale-2021.html,Non classificato,"Società d’Incoraggiamento d’Arti e Mestieri, 18, Via Santa Marta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4617626,9.1823292,0,0,0.1,1
Spettacoli,23-09-21,23-09-21,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Naufragio con spettatore,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2021-2022/naufragio-con-spettatore,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Manifestazioni,26-09-21,24-09-21,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,"Milano, le serie tv diventano protagoniste di un festival",https://www.milanotoday.it/eventi/fest-festival-serie-tv.html,Altri eventi,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.4,4
,13-10-21,24-09-21,"Corso di Porta Ticinese, 69, Milano, MI",spazioRAW,"Sulla tua pelle, fotografie di Alessandro Didoni",https://www.milanotoday.it/eventi/fotografie-alessandro-didoni.html,Non classificato,"Laboratorio Tam Tam, 69, Corso di Porta Ticinese, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4567134,9.1809051,0,0,0.1,1
Mostre,06-02-22,24-09-21,"Via Bergognone, 40, Milano, MI",Armani Silos,"Milano, la nuova mostra di Armani per il quarantesimo anniversario di Emporio Armani",https://www.milanotoday.it/eventi/mostra-emporio-armani-milano.html,Arte e cultura,"40, Via Bergognone da Fossano, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4514132,9.1649823,0,0,0.5,5
,24-09-21,24-09-21,"Piazza Gae Aulenti, Milano, MI",piazza Gae Aulenti,La corsa in pigiama per Milano (con un fine nobile),https://www.milanotoday.it/eventi/pigiama-run-lilt.html,Non classificato,"Piazza Gae Aulenti, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, Italia",45.4834778,9.1902248,0,0,0.7,7
Mostre,06-02-22,24-09-21,"Via Bergognone, 40, Milano, MI",Armani Silos,"Milano, la nuova mostra di Armani per il quarantesimo anniversario di Emporio Armani",https://www.milanotoday.it/eventi/mostra-emporio-armani-milano.html,Arte e cultura,"40, Via Bergognone da Fossano, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4514132,9.1649823,0,0,0.5,5
Concerti,24-09-21,24-09-21,"Via Pietro Borsieri, 37, Milano, MI",Blue Note Milano,Pepe Ragonese in concerto al Blue Note sulle note di Chet Baker: orari e biglietti,https://www.milanotoday.it/eventi/concerto-pepe-ragonese-blue-note-biglietti.html,Musica e vita notturna,"Blue Note, 37, Via Pietro Borsieri, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.4895296,9.1888504,0,0,0.26,26
Spettacoli,25-09-21,25-09-21,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Alce,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2021-2022/alce,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
evento solo on site,26-09-21,25-09-21,"Via De Amicis 17, Milano, MI",Centro Artistico Alik Cavaliere,Centro artistico Alik Cavaliere: liberi di sentirsi al centro,,Altri eventi,"Antiquarium Alda Levi, 17, Via Edmondo De Amicis, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4577507,9.1796498,0,0,0.1,1
Teatri,25-09-21,25-09-21,"Via Rovello, 2, Milano, MI",Teatro Grassi,Ogni volta unica la fine del mondo: Mark O’Connell al Piccolo,https://www.milanotoday.it/eventi/spettacoli-estivi-piccolo-teatro.html,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,0,0,0.1,1
Manifestazioni,25-09-21,25-09-21,"Viale Emilio Alemagna, 6, Milano, MI",Triennale di Milano (Giardini),"L’associazione millefogli_lab si presenta con libri, progetti e musica, sabato 25 settembre a la triennale di Milano",https://www.milanotoday.it/eventi/l-associazione-millefogli_.html,Altri eventi,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.4,4
evento solo on site,26-09-21,25-09-21,"Corso Magenta, Milano, MI",Museo Martinitt e Stelline,Nessuno escluso...a cominciare dalle donne!,,Altri eventi,"Corso Magenta, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4657212,9.17112,0,0,0.8,8
evento solo on site,25-09-21,25-09-21,"piazza Santa Maria delle Grazie, 2, Milano, MI",Cenacolo Vinciano,Museo del Cenacolo Vinciano: apertura straordinaria serale,,Altri eventi,"Museo del Cenacolo Vinciano, 2, Piazza Santa Maria delle Grazie, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4662047,9.170655,0,0,0.8,8
evento solo on site,25-09-21,25-09-21,"Via Giorgio Jan, Milano, MI",Casa museo Boschi Di Stefano,Frottage. Un dispositivo socievole,,Altri eventi,"Via Giorgio Jan, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4784784,9.2113457,0,0,0.3,3
Altro,26-09-21,25-09-21,"Via Senato, Milano, MI",Soprintendenza Archivistica e Bibliografica della Lombardia,GIORNATE EUROPEE DEL PATRIMONI0 2021,,Altri eventi,"Via Senato, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4714266,9.1962309,0,0,0.9,9
evento solo on site,25-09-21,25-09-21,"via Brera, 28, Milano, MI",Pinacoteca di Brera - Biblioteca Nazionale Braidense di Milano,La Biblioteca dell'Imperatrice,,Altri eventi,"Pinacoteca di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4722421,9.1884071,0,0,0.1,1
evento solo on site,25-09-21,25-09-21,"Via San Vittore, Milano, MI",Museo nazionale della scienza e della tecnologia Leonardo da Vinci,Storia e immaginario intorno alle navi di Nemi,,Altri eventi,"Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4629575,9.1704654,0,0,0.11,11
evento solo on site,25-09-21,25-09-21,"Via dell'Ambrosiana, 20, Milano, MI",Museo Mangini Bonomi - Fondazione Emilio Carlo Mangini,FONDAZIONE EMILIO CARLO MANGINI: LE COLLEZIONI,,Altri eventi,"Museo Mangini Bonomi, 20, Via dell'Ambrosiana, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4634581,9.1851679,0,0,0.1,1
evento solo on site,26-09-21,26-09-21,"Piazza del Duomo, Milano, MI",Duomo di Milano,Alla scoperta del Duomo - Giornate Europee del Patrimonio 2021,,Altri eventi,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
evento solo on site,26-09-21,26-09-21,"Corso Magenta, 15, Milano, MI",Civico Museo archeologico di Milano,Crossing Cultures. Inclusioni culturali nel mondo antico. (visita guidata per adulti),,Altri eventi,"Civico museo archeologico di Milano, 15, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.465621,9.1787191,0,0,0.1,1
Visita Guidata,26-09-21,26-09-21,"Via Brera, 28, Milano, MI",Pinacoteca di Brera,Il Restauro trasparente: curiosità sul Laboratorio della Pinacoteca e sulle attività dei restauratori,,Arte e cultura,"Pinacoteca di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4722421,9.1884071,0,0,0.1,1
evento solo on site,26-09-21,26-09-21,"Corso Magenta, 15, Milano, MI",Civico Museo archeologico di Milano,FOR KIDS - Crossing Cultures. Inclusioni culturali nel mondo antico. (visita guidata per bambini),,Altri eventi,"Civico museo archeologico di Milano, 15, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.465621,9.1787191,0,0,0.1,1
Altro,26-09-21,26-09-21,"Via Senato, Milano, MI",Soprintendenza Archivistica e Bibliografica della Lombardia,Online - “Disabilità come scambio tra persone: rispetto ad altre cose sarò io ad aiutare te” (Pierangelo Bertoli),,Altri eventi,"Via Senato, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4714266,9.1962309,0,0,0.9,9
Manifestazioni,26-09-21,26-09-21,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,Al Festival delle serie tv un'intera giornata dedicata ai più piccoli,https://www.milanotoday.it/eventi/festival-serie-tv-giornata-per-bambini.html,Altri eventi,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.4,4
,26-09-21,26-09-21,"Piazza Gae Aulenti, Milano, MI",,Italiaphotomarathon,https://www.milanotoday.it/eventi/italiaphotomarathon-2021.html,Non classificato,"Piazza Gae Aulenti, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, Italia",45.4834778,9.1902248,0,0,0.7,7
Mostre,10-10-21,28-09-21,"Via Tortona, 56, Milano, MI",Mudec - Museo delle Culture,Al Mudec la camera delle meraviglie di Achille Lauro con i suoi abiti di Gucci,https://www.milanotoday.it/eventi/mostra-abiti-achille-lauro-mudec.html,Arte e cultura,"Mudec, 56, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4520455,9.1613185,0,0,0.5,5
Webinar,29-09-21,29-09-21,"corso Magenta, Milano, MI",Palazzo Arese-Litta,PNRR e le imprese culturali e creative nel settore musicale,,Eventi digitali,"Corso Magenta, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4657212,9.17112,0,0,0.8,8
,03-10-21,29-09-21,"Via San Barnaba, 48, Milano, MI",Società Umanitaria,Life after - Mostra fotografica sulla carovana per la pace nei balcani - a cura di arci lombardia,https://www.milanotoday.it/eventi/life-after-mostra-fotografica.html,Non classificato,"48, Via San Barnaba, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4599206,9.2019497,0,0,0.20,20
,30-10-21,30-09-21,"Via Achille Maiocchi, 15, Milano, MI",Galleria Maiocchi 15,Madrasat Milano. Esposizione delle opere di ali hassoun,https://www.milanotoday.it/eventi/madrasat-milano-esposizione-2021.html,Non classificato,"Via Achille Maiocchi, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4749763,9.212389,0,0,0.0,0
Spettacoli,30-09-21,30-09-21,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Il sistema,https://www.teatro.it/spettacoli/milano/manzoni/2021-2022/il-sistema,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,0,0,0.9,9
Mostre,14-10-21,01-10-21,"Via Marsala, Milano, MI",Arting159,The great reset - Simboli e psiche: le opere di Stefania Pinsone,https://www.milanotoday.it/eventi/the-great-reset-2021.html,Arte e cultura,"Via Marsala, Brera, Municipio 1, Milano, Lombardia, 20100, Italia",45.479071,9.1866959,0,0,0.1,1
,28-02-22,01-10-21,"Via San Vittore, 13, Milano, MI",29 ARTS IN PROGRESS,29 arts in progress gallery presenta mario testino: unfiltered,https://www.milanotoday.it/eventi/29-arts-in-progress-gallery-2021.html,Non classificato,"13, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628355,9.1717537,0,0,0.11,11
